tweet_id,text,task1,task2,ID
1123749839538393088,"i've always supported coutinho, shame on u people",HOF,OFFN,hasoc_2020_en_4984
1123657682282536960,"RT @_Bevchester: Cersei from Brooklyn cause she dirty and don’t give a fuck

Sansa from Queens cause she soft

Khaleesi from Harlem cause s…",HOF,OFFN,hasoc_2020_en_879
1126820837611442176,RT @ThickMzansiBBW: What a great ass https://t.co/kQgjzNyVr8,HOF,PRFN,hasoc_2020_en_1151
1126890165253939201,Need to go get my passport shit sorted out soon. Europe is gonna be lit 🔥🔥🔥,HOF,PRFN,hasoc_2020_en_847
1130282463798943744,RT @spanishcvndy: today marks the last day i gave a fuck,HOF,PRFN,hasoc_2020_en_3815
1126885333419929601,"RT @yaindmachine: dad: *praying*
me:
dad: ALHAMDULILAH E RABIL ALAMEEN
me, concerned: ??????
dad: ARAHMAN ERAHEEM
me: ??????? what
dad: MAL…",NOT,NONE,hasoc_2020_en_2115
1123724979869224960,RT @JasonScheer: I'm going to be on 1290 in 20 minutes. I expect the highest rated Tucson show of all time @ironmikeluke,NOT,NONE,hasoc_2020_en_2651
1127014073395290113,What a loser!  @realDonaldTrump @GOP,HOF,OFFN,hasoc_2020_en_1488
1123674002306863105,@Pulse_Clarky @PulseMynx @FaZeClan @Testyment This shit was wholesome,HOF,PRFN,hasoc_2020_en_3569
1123765102610665472,"RT @BTSGIobal: ""We're still the same boys from six years ago. We still have the same dreams."" - Kim Namjoon, The President! 

#BBMAs #BTSon…",NOT,NONE,hasoc_2020_en_872
1130308002911797255,"@HafsaG8 @yoongi_i_ ""Why don't you know bitch""",HOF,OFFN,hasoc_2020_en_1728
1130045905049214978,RT @G2Wunder: Ready for the fastest international bo5 ever played?,NOT,NONE,hasoc_2020_en_1104
1123596550301736960,I really did the dumbest shit this morning 😒,HOF,PRFN,hasoc_2020_en_3448
1123779971418402821,@sahluwal That is disgusting! It makes me sick! Why do these people have such hate in their hearts?,NOT,NONE,hasoc_2020_en_3847
1123742306534940672,"RT @AdamantxYves: America is just a series of terrorist attacks that they won't call terrorism, and we just try to live around/between them.",HOF,HATE,hasoc_2020_en_4165
1130103044086140929,I  can't wait anymore fuck! Come to Brazil soon please,HOF,PRFN,hasoc_2020_en_3941
1123817560770850816,Tonight the long awaited give away winner is announced!!! We give away the stream chair to one lucky viewer!!!! I h… https://t.co/KLFnRuNvxb,NOT,NONE,hasoc_2020_en_3521
1130217724746063873,RT @TheOnion: PBS Defends ‘Arthur’ Episode Where Mr. Ratburn Reveals He’s The Ultimate Twink Power Bottom https://t.co/08gvu83W1e https://t…,NOT,NONE,hasoc_2020_en_1082
1130318740342525953,RT @yoongibemysuga: The way yoongi gets stuck after launching himself into the bounce house but walks away as if nothing happened is the re…,NOT,NONE,hasoc_2020_en_3352
1123596185376370688,@nadximra @FlickrStatus Hey there. Can you clarify the issue you're having? If you contact us here with more info a… https://t.co/a9Oy94m8g1,NOT,NONE,hasoc_2020_en_158
1123646256981708800,@timisola_b @_OlaToyosi_ Timi you’re blocked as well,HOF,OFFN,hasoc_2020_en_4025
1126769558050619394,"If all of this shit goes south, a la Stephen King, do we have a way to find each other? I am not even kidding here.",NOT,NONE,hasoc_2020_en_1835
1123546575144353792,when you're senpai calls you by you're first name https://t.co/csCLJaRLD1,NOT,NONE,hasoc_2020_en_4931
1123499536062640128,The main thing I want to know from #LuciferSeason4 is if Chloe runs away from Lucifer like he’s always feared her t… https://t.co/T84UHiRJ9o,NOT,NONE,hasoc_2020_en_4419
1123787345000632321,"RT @1pinkfridayy: y’all b so happy to brag about being trash human beings on here fucking psychopaths, get help",HOF,HATE,hasoc_2020_en_5276
1123687210165964801,Wijnaldum you're my guy but you need to come off,NOT,NONE,hasoc_2020_en_4258
1130139287041691648,RT @trvpism: have you ever just randomly cried because you’ve been holding shit in for too long?,HOF,PRFN,hasoc_2020_en_4793
1130128943913345024,RT @rfrass: And then when you’re drunk you’re like “I know sober me would be so mad for spending this money but IDK WHYY I’ll be fine!!!” T…,NOT,NONE,hasoc_2020_en_2624
1123616628447383554,"@Andersen_Says *She nodded and smiled. A thousand words through a smile. People say Hans was stubborn, foul, mean-s… https://t.co/pTO3G3gqOJ",HOF,OFFN,hasoc_2020_en_3873
1127011242235826178,RT @MrBeastYT: I had a hot streak on the roulette and won a fuck load of money but then my luck turned and my $100k quickly turned into lik…,NOT,NONE,hasoc_2020_en_4528
1123782827710005248,"RT @isteyzian: when lauv said ""i wonder what it feels like, to be more than i am""

damn! that hits me hard!",HOF,PRFN,hasoc_2020_en_3560
1127024747873751040,@chicagotribune But they look like such fine young men. #profile,NOT,NONE,hasoc_2020_en_3949
1130202667182108672,RT @dasjozef: finally some good fucking feat https://t.co/6zEwBjrKX9,HOF,PRFN,hasoc_2020_en_3703
1130146098608128001,"Don't submit then quit. Apply for jobs like ""Management and Program Analyst"" at Federal Aviation Administration, th… https://t.co/PmSEZrUhtx",NOT,NONE,hasoc_2020_en_3185
1123566036731613184,RT @rypaffo: I'm going to be streaming a bit late tonight 😵 around 10:30? See you then!,NOT,NONE,hasoc_2020_en_1278
1126981458495713281,RT @sddphoto: He’s such an ass -I’d rather sleep flat on my bed than use any of his pillows https://t.co/tpMRW4D6zD,HOF,OFFN,hasoc_2020_en_3832
1129998027102478336,RT @summereatsdirt: @whorganicmayo FUCK THAT BITCH,HOF,PRFN,hasoc_2020_en_511
1130189274765090816,"RT @incorrecttdbkdk: katsuki: move it halfie, I'm claustrophobic

shouto: what does claustrophobic means?

izuku: it means he’s afraid of s…",NOT,NONE,hasoc_2020_en_2087
1126749341501218825,"RT @iAmYart: Dear Darla, you make me sick. You are the scum between my toes.",HOF,OFFN,hasoc_2020_en_883
1127077076044005377,RT @JackPosobiec: Father of Colorado school shooter Alec McKinney is serial felon and illegal immigrant https://t.co/O04SQ3nPDS,HOF,OFFN,hasoc_2020_en_4475
1123756869187768322,RT @Divinity11: @EricTrump @realDonaldTrump Oh they'll do their job. Who did you have help you write this? We know you're the DUMBEST tRump…,NOT,NONE,hasoc_2020_en_2734
1123666624542838784,I need,NOT,NONE,hasoc_2020_en_1220
1126897761159393281,There's this scene where the protagonist's father is teaching him to box. And the father tells him about his own pe… https://t.co/JdERRPZxnc,NOT,NONE,hasoc_2020_en_2657
1130123445168005120,"Sun, 19 May 2019 23:50:00 +0900",NOT,NONE,hasoc_2020_en_1095
1123726439482834950,"RT @ZerlinaMaxwell: The problem with Bill Barr is he thinks we are as dumb as he’s pretending to be and we aren’t. 

The guy’s nickname fro…",HOF,OFFN,hasoc_2020_en_2838
1126803393492803585,realDonaldTrump STFU',NOT,NONE,hasoc_2020_en_910
1130256773686804480,@briawnasitar My dumb ass sat here and was like “family of 4??? Is she having twins?!” 🤦🏻‍♀️ I hate myself,HOF,PRFN,hasoc_2020_en_3360
1126834364254380034,"RT @SkyTOKKI: Why my Korean ass father always gotta top my stories bruh, I told him there was a school shooter threat at CSULB and he said…",HOF,PRFN,hasoc_2020_en_727
1130215065552949249,@Boston_Sports18 We need that fury rematch,NOT,NONE,hasoc_2020_en_2671
1130127312303865856,"so my dad just told me that he’d like to eventually move to colorado, even within the next few years. BET?",NOT,NONE,hasoc_2020_en_218
1123766214084395008,@KimsRustyWheels They’re just showing America their ass. Literally and figuratively. Who picks on Asian tourists!!,HOF,HATE,hasoc_2020_en_2546
1123692381755314176,"RT @badBjafia_: Me:*roasting my man all day*
Him:you got a big ass head 
Me: https://t.co/TBL3A3PzYy",HOF,OFFN,hasoc_2020_en_5112
1126777267185520641,Bitil is the worst Bionicle set. Absolutely atrocious. It can get fucked https://t.co/mH5Z0IqTMq,HOF,OFFN,hasoc_2020_en_3542
1130070496253497345,RT @ariantheworld: what in the actual fuck is going on https://t.co/TulHbaY8zj,HOF,PRFN,hasoc_2020_en_3899
1130057225496436737,"astroad dvd: h-
me: [struggling to find jinjins calling card] ssSHUT UP",HOF,PRFN,hasoc_2020_en_3801
1130108630869651456,RT @MattBC_: Report me for what exactly? Saying that a band has shit music? Grow up you massive fucking sap 😂😂😂 https://t.co/zSPRCuYLFF,HOF,PRFN,hasoc_2020_en_4893
1126933400126984193,"RT @omz__music: The incredibly orange idiot w/ the syphilis riddled brain is PROJECTING again.

He's lying about John Kerry violating the L…",HOF,OFFN,hasoc_2020_en_2023
1126962047248420864,Did you ever go to Shawn’s concert? https://t.co/ieBEwTFRsM,NOT,NONE,hasoc_2020_en_1461
1123736619088056320,I think the plan is to respond so late that they CAN’T do anything about it (office politics) and while the office… https://t.co/ftOOaBuLBm,NOT,NONE,hasoc_2020_en_1462
1126895529781284864,someone said I look like max theiriot and now no one can tell me shit about my looks. best compliment ever.,HOF,PRFN,hasoc_2020_en_2549
1123744860870193153,"RT @lilsasquatch66: My dads cooking                   ISIS
                                  🤝
                  really fucking bad",HOF,PRFN,hasoc_2020_en_961
1123752578393751553,Nigga said I need to come out to thug lovin’ 😭😭😭,HOF,PRFN,hasoc_2020_en_317
1123778272704200709,"RT @LadyRaven3: @ForeverLogical @michi83 .
Typical Trump. He’s a conman &amp; liar. 

Proven #TrumpLies in excess of 10,111 in 2.25 years. 😳…",HOF,OFFN,hasoc_2020_en_2686
1123767795353886721,RT @TrapGawdd: get in this position and all of a sudden a bitch you ain’t talked to in years decides to text you that she miss you smh http…,HOF,PRFN,hasoc_2020_en_4262
1130338726222151680,RT @CircleToonsHD: How are people still shocked that @jakepaul is a braindead fucking subhuman? He got really rich at a really young age by…,HOF,PRFN,hasoc_2020_en_2928
1126939578374340608,"Great News! Thank you @realDonaldTrump !

Pentagon To Transfer $1.5 Billion From Afghanistan Funding For Trump's Bo… https://t.co/coVw2oQEgl",NOT,NONE,hasoc_2020_en_2697
1127047179023994880,"RT @SVfuuu: People: *calling characters 170+ cm in height as short*

My 152cm gremlin ass: https://t.co/wKIm55oQRO",NOT,NONE,hasoc_2020_en_3549
1130257918736117760,@GameOfThrones @HBO Fuck off,HOF,PRFN,hasoc_2020_en_2471
1130297936582205441,RT @DemetriusHarmon: arya finna fucking discover america,HOF,OFFN,hasoc_2020_en_5145
1126831273052213248,RT @kdramaworlld: our baby’s going to enlist soon and i don’t think i’m ever going to be ready to say goodbye https://t.co/vuLYgqlxHI,NOT,NONE,hasoc_2020_en_4158
1130337639872155648,damn hitchcock n scully,HOF,PRFN,hasoc_2020_en_2885
1130168882063433729,@OhIte_Ni Okayyyy 👏🏽 where ya going,NOT,NONE,hasoc_2020_en_1300
1127033342010982400,"RT @LiveNationKpop: ❣️Tickets to @JYPETWICE WORLD TOUR 2019 ’TWICELIGHTS’ in the U.S. are on sale NOW❣️⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣
Did you grab yours, “Y…",NOT,NONE,hasoc_2020_en_4428
1127063490685014016,BECAUSE HE’S FAT HAHA. BIG SEXY LMAO!,HOF,OFFN,hasoc_2020_en_2766
1130350570898722817,RT @offlinemalek: just a reminder you don’t need a man you just want the dick,HOF,PRFN,hasoc_2020_en_4532
1130319696643932160,RT @eversinceaiz: why did he leave his thumb up i’m fucking gone  https://t.co/Ww9AY4S1C3,HOF,PRFN,hasoc_2020_en_114
1130110988097712130,"RT @zideresed: Never EVER forget that the Thoothukudi massacre was by a govt. acting at the behest of a private company (Vedanta), against…",NOT,NONE,hasoc_2020_en_5296
1123727769077211138,tell me what it is that you want from me,NOT,NONE,hasoc_2020_en_5259
1130133033326063616,Was gonna try to get on the computer today but my animals pushed me to get up and down and now my knee BIG HORTS,NOT,NONE,hasoc_2020_en_3602
1130326109747326976,You're the ROLLING to my THUNDER!!! KEEP BEING YOU!!!!!!,NOT,NONE,hasoc_2020_en_4474
1126747164648960007,RT @clay_sims3: Being this comfortable and getting cheated on is what will fuck someone up beyond belief https://t.co/GA7wsOIREh,HOF,PRFN,hasoc_2020_en_3260
1123497929639993344,i dropped my headphones in my apple juice fuck this 'fate',HOF,PRFN,hasoc_2020_en_2634
1126904782428491783,@finktristan @giannifarley @gatorgay7 Well the guy post a pic showing them off he’s asking to get  a comment like that,NOT,NONE,hasoc_2020_en_1323
1123578477045800961,"RT @shannon49170750: Me staring at my carmex only after applying it 3 minutes ago 

me:
Don’t do it 
Don’t do it 
Don’t do it 
Don’t do it…",NOT,NONE,hasoc_2020_en_5191
1126859538437758976,RT @t_burton23: Receiving a B in a class you were supposed to get an A in &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt; https://t.co/txrJ060WzA,NOT,NONE,hasoc_2020_en_5360
1130100317771706371,"It’s simple you old fool.   Athletes get paid millions because fans buy gear, tickets and concessions.  Noone buys… https://t.co/mb2RSTj7ME",NOT,NONE,hasoc_2020_en_2160
1127002484541677569,"So, I just finished s1 of #TheOA and it's fucking exceptional (gonna get stuck into s2) thx @britmarling et. al. Ho… https://t.co/ua0F8JZTKu",HOF,PRFN,hasoc_2020_en_1755
1126896205076713472,RT @Aarroonn__: I’m glad I’m the type of friend that’ll call that kind of shit out fr💯😕 fuck that I’m glad NONE of my friends and family be…,HOF,PRFN,hasoc_2020_en_4664
1126949795665342464,RT @goddard_sierra: 19 more days 🤩🎓 https://t.co/zsrzj5QDAC,NOT,NONE,hasoc_2020_en_2677
1130174510832017411,"@wrathofspears @MikeLee762 @4YrsToday Awe, poor little #liberal ... probably because you're a total idiot...and you… https://t.co/xMNSrWL3o3",HOF,OFFN,hasoc_2020_en_4342
1126926001391333376,"RT @xoshayyj: Believe me when I say this. I don’t have beef with any female! Your mad, you don’t like me &amp; me? I just don’t fucking care!",HOF,PRFN,hasoc_2020_en_4489
1123720714278842370,I NEED A LIVEATREAM,NOT,NONE,hasoc_2020_en_2706
1123766331533418496,I’m tryna get me some extras,NOT,NONE,hasoc_2020_en_1962
1126991428352000000,"@TheMistaGG So there was this dude name projared who cheated on his wife
Oh shit",HOF,PRFN,hasoc_2020_en_3074
1127010554378371072,Nobody do shit for me 💯,HOF,PRFN,hasoc_2020_en_5202
1127074408437309443,"RT @BTSPublicity: 2019 MTV LA Metrics 📊 — ""IG GLOBAL"" (Estimated Total Update)

1. Jungkook,@BTS_twt : 2.8M🔥
2. A: 473K
3. Z: 52K
4. B: 6K…",NOT,NONE,hasoc_2020_en_446
1123738644911726592,RT @debrun63: The two Standard bearers are from the Imperial Period. On the left is an Imaginifier (3D Emperor's image atop pole) wearing l…,NOT,NONE,hasoc_2020_en_4902
1126868199700619264,@Bladeweiser Idk why she’s making it then,NOT,NONE,hasoc_2020_en_2368
1130170853382152192,EVERY FUCKING THING I DO IS A PROBLEM... STRETCHING A FUCKING PROBLEM EVERY DAMN THING A FUCKING PROBLEM,HOF,PRFN,hasoc_2020_en_3047
1123672274266202112,"@daveweigel @nycsouthpaw @ryanlcooper Secretary Clinton won the popular vote for president, and the country just el… https://t.co/zkCrpsmW0v",NOT,NONE,hasoc_2020_en_821
1130333575587483649,"RT @machinegunkelly: jon snow, heart broken as fuck.",HOF,PRFN,hasoc_2020_en_881
1130046160918310912,@FtbIChris That is fucking creative tbf 😂,HOF,PRFN,hasoc_2020_en_5277
1126895546566881282,Like Why Don’t Y’all Go To The AUC Then🙃,NOT,NONE,hasoc_2020_en_3919
1123597766633119746,"RT @tvrget_: ah, so you’re a peado, got it https://t.co/A0iTuqZgTc",NOT,NONE,hasoc_2020_en_3939
1130239480588193792,The Montlake Bridge has reopened to traffic at 3:31:01 PM,NOT,NONE,hasoc_2020_en_1493
1123682780976746496,@kevinandbean I think an English muffin was intended to be a toast muffin. Yet it didn't quite work out that way be… https://t.co/iZjmqOZqr7,NOT,NONE,hasoc_2020_en_1773
1126990006483132416,"RT @ksplanet: @MyPillowUSA They'll need it, considering you cut 150 jobs. trump's economy. Congrats on nothing.

https://t.co/wEFtImaJ5n",NOT,NONE,hasoc_2020_en_5144
1126984826509234177,RT @CummiesRYummies: Me having a mental breakdown during the break of the APUSH exam knowing I still don’t know how to HIPP documents for t…,NOT,NONE,hasoc_2020_en_1898
1127070788786507776,RT @ChaDasitiyy: @_rawww_talent__ I hate that shit sm💀 that bit hurt like a mf im already knowing,HOF,PRFN,hasoc_2020_en_1012
1130067409258332161,RT @felixverses: I HAVE MADE THE FUCKING DISCOVERY THAT WHEN I SAID “YOU SAVED MY LIFE” TO FELIX HE REPLIED “YOU SAVED MINE”,HOF,PRFN,hasoc_2020_en_5235
1123776234297724929,BRENDON YOU BETTER HAVE A SHORT ASS SPEECH,HOF,PRFN,hasoc_2020_en_654
1130198447720607744,RT @ezlikeurgurl: call your fucking friends out when they’re being ignorant. stop letting people say and do whatever they want bc you’re af…,HOF,PRFN,hasoc_2020_en_2863
1123780587972644864,"RT @TheTunnelingCat: #TransCrowdFund Hey all I'm Kaya, today is my birthday, and all I want is to get my name changed https://t.co/okUAdD7t…",HOF,HATE,hasoc_2020_en_468
1130277506148392960,"RT @adderalldaddy: @rapharmarinho @makayla_3305 @shanedawson if he truly ever thought that james was a ""danger to society"" or a ""predator""…",HOF,OFFN,hasoc_2020_en_2323
1123693652621103104,"Gentlemen, please remember that this is the same father who said “ damn I didn’t even get to finish my nap.” When h… https://t.co/SHCB4hvVpc",NOT,NONE,hasoc_2020_en_2243
1130202637817778185,"RT @frankwarren_tv: “Congratulations @BronzeBomber - you’re the second baddest man on the planet behind me.”

- @Tyson_Fury congratulates W…",NOT,NONE,hasoc_2020_en_4540
1123623179946164224,Fuck you anxiety fuck you,HOF,PRFN,hasoc_2020_en_2819
1127012869625843712,"RT @estebansevillaa: ah shit, here we go again. https://t.co/6fW34lKvua",HOF,PRFN,hasoc_2020_en_5067
1123772165806002177,RT @oneandonlyrtk: I’m pretty as fuck🥰🥰🥰 a bitch can’t even say I’m funny looking ‼️,HOF,PRFN,hasoc_2020_en_4485
1130204625922142212,RT @247jimin: if you think i’m gonna yell my lungs out by stuttering the lyrics poorly just so it won’t be silent like THIS during seesaw t…,NOT,NONE,hasoc_2020_en_798
1123685033347289088,babies don’t need to be around animals they too damn rough with them,HOF,PRFN,hasoc_2020_en_71
1130073688122904576,"RT @unspokentext: I don’t know what’s harder, letting go or just being okay with it.",NOT,NONE,hasoc_2020_en_4823
1123727186102497280,"RT @stucam7771: Ever heard of John N Mitchell?

He was the US Attorney General 1969-1972 under Nixon.

He was found guilty of conspiracy, o…",NOT,NONE,hasoc_2020_en_5340
1127041999054491648,"RT @_MAJORHUGHES: Me: *tries to sneak a vape* 
Elicia: are you fucking kidding me. are you vaping during this Loona session? i’ve never bee…",NOT,NONE,hasoc_2020_en_1088
1126735886161289216,RT @cieannaheavenly: I have very few good ass friends couldn’t ask for more ❤️🥰  all I need,HOF,PRFN,hasoc_2020_en_1540
1123781967873544193,RT @KAYLEEBURRIS: How bad does Trump have to get before he's forced from office? https://t.co/q7g3MmO2WA,NOT,NONE,hasoc_2020_en_1163
1123750468675616768,RT @dawg_desert: I have great sympathy for the people of Hawaii to have a woman like @maziehirono showing her ass like that. She a blitheri…,HOF,OFFN,hasoc_2020_en_2811
1123773117929873408,"When you invite Jesus into your life, he provides exactly WHAT you need and WHO you need to walk it out. #trusttheprocess",NOT,NONE,hasoc_2020_en_3688
1126862088591122433,The the Asian government has no use for these government officials that are affiliated to the hells angels motorcycle club,NOT,NONE,hasoc_2020_en_3659
1126823953991860224,RT @rickkrauhl: JUSTIN MET A FAN AND TOLD HER THAT JOURNALS 2.0 IS COMING OH MY GOD BUCKLE UP BITCHES WE’RE FINALLY GETTING WHAT WE’VE WANT…,HOF,PRFN,hasoc_2020_en_372
1126888084866510848,RT @justdarell: i really be tryna take 2-3 minute naps in the morning. My alarm will go off at 8:35 and I’m like “shit I’ll get up at 8:38”,NOT,NONE,hasoc_2020_en_4598
1126858242418569217,"now that both my m&amp;g are over, i have found 926388383 to say to ruel lol",NOT,NONE,hasoc_2020_en_5027
1123632029923401728,@wonyoungakgae @soloistyujin bitch ure still awake oh wow,HOF,PRFN,hasoc_2020_en_2682
1127053474666041345,Rockets suck lmao,HOF,PRFN,hasoc_2020_en_97
1130264814188556288,"RT @BTSPublicity: 2019 MTV BRA Metrics 📊 — ""BEST FANDOM"" (Estimated Total Update)

1. @BTS_twt : 5.1M🔥
2. L: 4.6m
3. B: 89K
4. P: 21K

Cate…",NOT,NONE,hasoc_2020_en_2599
1126974445606719488,RT @_christiaannn: HELL FUCKING NO!!!! https://t.co/X7XOiNFIhv,HOF,PRFN,hasoc_2020_en_1322
1130035469641768960,"Mags News Test mode May 19, 2019 at 04:58PM https://t.co/D62IrnG8fv",NOT,NONE,hasoc_2020_en_2854
1126950189938331648,RT @AyalaM03_: I don’t even know what to get my mom for Mother’s Day,NOT,NONE,hasoc_2020_en_849
1126835798697840640,You’re sifting through the treasures and trash of your inner w... More for Virgo https://t.co/2TOgTeQkpW,NOT,NONE,hasoc_2020_en_1033
1130194597353873409,"@Cute_Olodo Your not alone,I'll be thinking of you!☺️",NOT,NONE,hasoc_2020_en_4446
1126816236438843393,"RT @julmoonchild: unnie, you’re- https://t.co/dAqcuuAFAE",NOT,NONE,hasoc_2020_en_3457
1127031525885845504,"AND I STILL WONT CHEAT ON MY BARBER LOOOOOOL 
He's just too good. Sorry",NOT,NONE,hasoc_2020_en_642
1123584621675855872,"RT @btsvotingteam: Hang in there ARMYs just bear a little more time. Okay? Okay.

Its okay to rest, you deserved it!

#BBMAsTopSocial BTS @…",NOT,NONE,hasoc_2020_en_373
1130239694493618177,@NextbaseUS @ShandenF you need this,NOT,NONE,hasoc_2020_en_4919
1123498953037832193,"VIDEO: Little girl is ""moving out"" of the house because her father said she can't have a boyfriend in 'his house'. https://t.co/LA9FyYMwm3",NOT,NONE,hasoc_2020_en_351
1126842618648784897,You’re sifting through the treasures and trash of your inner w... More for Virgo https://t.co/D0Xcgdp9e5,NOT,NONE,hasoc_2020_en_4257
1123613440768126978,@HeelBalor Just like her Father,NOT,NONE,hasoc_2020_en_3943
1127079475152396289,"@iChanticleer Apparently you can block in bulk apparently, even people you've never interacted with, equally as wei… https://t.co/lbUldU2UU0",NOT,NONE,hasoc_2020_en_3997
1123630176011575296,@DogginTrump The entire shit show went exactly like I thought it would so I'm holding up just fine. However my ange… https://t.co/8TJicHKpbt,HOF,PRFN,hasoc_2020_en_3548
1130141514221457410,if you need find me on messenger or Snapchat. this abortion shit is getting out of my processing power.,HOF,PRFN,hasoc_2020_en_2035
1126814084765188098,RT @omayarvl: He fucks his half brother after he found out he was gay https://t.co/riQU0vzanz,HOF,OFFN,hasoc_2020_en_4804
1126791246792593408,RT @Diamond_Symmone: Posting a nigga was the most ghetto shit i have ever done,HOF,HATE,hasoc_2020_en_5383
1126769344149483520,RT @blktoppa: Look at that ass!! https://t.co/KfjthiCTeS,HOF,OFFN,hasoc_2020_en_1929
1126985203984027650,@jayRecher GO WARHAWKS,NOT,NONE,hasoc_2020_en_1034
1123533740603367425,"RT @jalancarimakan_: my sister opens a nasi arab restaurant at age 19 since it's hard for her to further study due to her ""conditions"". But…",NOT,NONE,hasoc_2020_en_1080
1123617043654246403,RT @NataliaNoyes: might fuck around and go missing for a few months,HOF,PRFN,hasoc_2020_en_1246
1123710933170311171,"RT @Erotik_Center: Finally, Some Good Fucking Food Part 10 - The dessert is a warm glaze … ! &gt;&gt; https://t.co/p7GLxRLB09 &lt;&lt; https://t.co/I9q…",HOF,PRFN,hasoc_2020_en_1793
1123569681573580800,@realDonaldTrump Kill them all,HOF,HATE,hasoc_2020_en_923
1123509040322097153,"RT @GrandFeddy: Dead that Blind agenda abeg, he was never suited to the PL, brains but too damn slow. Good player but won't cut it at PL.",NOT,NONE,hasoc_2020_en_3382
1126805012515098624,"RT @jazzayers: Between student loans, breaking generational curses, and saying fuck y’all traditions millennial women are tiiiiirrreeeedddd…",HOF,PRFN,hasoc_2020_en_1568
1130296548280197120,RT @marie_brownsuga: I don’t kiss ass but I do apologize in situations that were my fault,HOF,PRFN,hasoc_2020_en_1046
1130312591497023488,RT @yukittyzen: fuck fancams get THIS to 1 million https://t.co/XEC4AKVQlB,HOF,PRFN,hasoc_2020_en_607
1123751819216396293,i need mango pods 🥺,NOT,NONE,hasoc_2020_en_489
1130097872483934208,@jigglybvff omigosh i kNEW IT YOU’RE GORGEOUS AAAAAAA 💖💖💕💖💘💘💘,NOT,NONE,hasoc_2020_en_3996
1123640087168917504,@singletau Dems 🖖,NOT,NONE,hasoc_2020_en_4047
1126796921702617088,this guys behind me is scratching a fucking cd COULD YOU STOP,HOF,PRFN,hasoc_2020_en_2330
1123628070479564800,"RT @SimonJWoodUK: I’m doing my bit to help bereaved children by running the @londonmarathon for my charity @griefencounter 

You can help b…",NOT,NONE,hasoc_2020_en_5419
1123491243886034944,"RT @Sekshiiie: GO GREEN NOT JUST BY BLOOD, BUT ALSO BY HEART.💚 #FieryGreenFlame",NOT,NONE,hasoc_2020_en_3189
1127024533972692992,Finna get offf the lean cuisine,NOT,NONE,hasoc_2020_en_5124
1130198539965992960,Two drinks and I’m tipsy 🐾 https://t.co/Y5c0UzdFjt,NOT,NONE,hasoc_2020_en_1294
1123728570189340672,"Can you blame him, he was attacked by demovulchers, many of these senators are TREASONOUS as it is and need to face… https://t.co/GDkKHQPc99",NOT,NONE,hasoc_2020_en_1771
1123613419796492291,"RT @AlineFe72533941: Scroll down
⠀

⠀⠀

⠀

⠀
⠀

⠀
⠀

⠀
⠀

⠀
Keep scrolling

⠀

⠀
⠀

⠀

⠀

⠀
⠀

⠀

a little more

⠀

⠀

⠀

⠀
NOW YOU'RE OBLI…",NOT,NONE,hasoc_2020_en_4255
1130239455435087873,13. Their music is so good. They need to cut the offensive shit out. But Soyeon does her thing w the music and I’m… https://t.co/0uT5SsIRFE,HOF,PRFN,hasoc_2020_en_1330
1130242089441214465,Fuck sucide and drink beer,HOF,PRFN,hasoc_2020_en_4459
1126862877120397312,"RT @impapitrees: Nobody:

Me: after my bitch get out the shower  https://t.co/slk92Glegy",HOF,PRFN,hasoc_2020_en_1303
1126904547526479877,"RT @incorrectnewtin: Tina: YOU’RE SO ANNOYING!! I CAN’T BELIEVE I MARRIED YOU!!

Newt: I’M ANNOYING?!? YOU’RE THE ONE THAT CHEATED!

Tina:…",NOT,NONE,hasoc_2020_en_5216
1130289447340089345,RT @seauIater: NikkieTutorials was supposed to collaborate with Blackpink but they had to cancel cause they were sick https://t.co/zxOxbHQA…,NOT,NONE,hasoc_2020_en_4231
1130062644512264194,RT @venusoleil: Still can’t move on from this shit https://t.co/mMAKd6S8m5,HOF,PRFN,hasoc_2020_en_5083
1123556624709365760,RT @okaayday: men are sick. like actually sick https://t.co/UXEInlX2cF,HOF,HATE,hasoc_2020_en_4894
1130171021162688512,when memphis has the number one recruiting class and everyone wants to come out of the woodwork to tell us how big… https://t.co/1Ud1qbn3Zk,NOT,NONE,hasoc_2020_en_4551
1126787794876002304,"@IndeciseChaos Hmmmm, sounds like you need cheering up.

Have a random, sparkling penis. That should do it.

You're… https://t.co/c6C1EKBVHB",HOF,OFFN,hasoc_2020_en_1334
1130095875987005440,"Another hour! It's May 19, 2019 at 08:00PM",NOT,NONE,hasoc_2020_en_4405
1130095884379680768,"RT @KanaSous: Okay, here u go!! on a complete whim I wrote a very silly, equally fluffy Marine Bio Club OT3 fic! It's 2.5k and it's over he…",NOT,NONE,hasoc_2020_en_3403
1123746865781063683,@kelsimwalker @palmer_de @Gardettos He’s for sale,NOT,NONE,hasoc_2020_en_2576
1123618767538462721,"Don't miss out on attending Destination BootCamp®! This 2.5 day workshop can help you learn how to work ""on"" your b… https://t.co/1guKGqVkDR",NOT,NONE,hasoc_2020_en_1310
1127018729051607042,These suck fuck 2 https://t.co/tI8fDVSquj,HOF,PRFN,hasoc_2020_en_4328
1130106424678338562,@jessbelmosto damn,HOF,PRFN,hasoc_2020_en_2512
